BMW,KIA,label
144,131,보통
222,150,빠름
42,160,빠름
5,48,느림
67,85,보통
132,116,보통
105,191,빠름
33,7,느림
245,0,느림
148,156,빠름
106,173,빠름
27,67,보통
219,90,보통
157,130,보통
1,167,빠름
162,39,느림
199,116,보통
143,83,보통
156,103,보통
96,66,보통
224,63,보통
52,153,빠름
83,74,보통
133,34,느림
229,149,보통
109,32,느림
100,157,빠름
30,151,빠름
187,183,빠름
150,60,보통
230,68,보통
103,130,보통
19,63,보통
232,180,빠름
232,190,빠름
215,131,보통
138,143,보통
208,174,빠름
165,143,보통
65,20,느림
174,177,빠름
100,55,보통
114,90,보통
210,23,느림
170,196,빠름
81,12,느림
223,40,느림
232,194,빠름
91,141,보통
101,155,빠름
98,189,빠름
248,176,빠름
168,173,빠름
131,20,느림
47,139,보통
105,181,빠름
61,129,보통
97,193,빠름
200,86,보통
46,187,빠름
68,11,느림
194,69,보통
215,32,느림
168,61,보통
114,108,보통
225,40,느림
184,81,보통
45,175,빠름
196,46,느림
54,61,보통
77,62,보통
231,119,보통
19,103,보통
183,192,빠름
16,73,보통
112,8,느림
86,193,빠름
9,57,보통
76,110,보통
9,38,느림
140,13,느림
162,102,보통
12,52,보통
158,20,느림
222,72,보통
161,16,느림
91,51,보통
175,168,빠름
189,61,보통
68,63,보통
240,68,보통
184,177,빠름
118,66,보통
35,34,느림
237,163,빠름
41,179,빠름
152,172,빠름
2,147,보통
45,105,보통
196,75,보통
177,130,보통
227,190,빠름
195,91,보통
241,1,느림
199,52,보통
136,34,느림
236,170,빠름
72,59,보통
244,176,빠름
135,156,빠름
93,196,빠름
134,45,느림
120,23,느림
46,84,보통
219,200,빠름
169,155,빠름
219,195,빠름
219,141,보통
125,136,보통
88,163,빠름
3,159,빠름
47,44,느림
241,124,보통
214,60,보통
29,154,빠름
213,140,보통
29,49,느림
33,134,보통
92,4,느림
85,169,빠름
86,79,보통
124,51,보통
136,22,느림
180,23,느림
74,122,보통
7,127,보통
93,180,빠름
163,11,느림
121,101,보통
18,69,보통
36,124,보통
123,156,빠름
165,11,느림
111,154,빠름
122,126,보통
52,74,보통
244,72,보통
34,48,느림
250,129,보통
98,72,보통
55,45,느림
37,166,빠름
163,129,보통
84,126,보통
199,193,빠름
99,151,빠름
58,170,빠름
125,85,보통
101,200,빠름
188,16,느림
231,82,보통
58,139,보통
58,47,느림
113,42,느림
211,89,보통
131,119,보통
73,179,빠름
148,51,보통
189,99,보통
214,20,느림
74,38,느림
84,82,보통
10,122,보통
190,55,보통
242,166,빠름
155,35,느림
75,120,보통
136,59,보통
108,129,보통
112,179,빠름
171,110,보통
189,129,보통
202,183,빠름
125,87,보통
43,98,보통
65,0,느림
236,52,보통
127,123,보통
77,162,빠름
44,168,빠름
116,52,보통
132,15,느림
219,117,보통
88,97,보통
237,98,보통
214,47,느림
248,60,보통
16,97,보통
103,52,보통
215,194,빠름
167,188,빠름
239,84,보통
123,172,빠름
244,155,빠름
130,167,빠름
111,59,보통
190,67,보통
196,4,느림
184,17,느림
227,187,빠름
213,80,보통
9,142,보통
193,134,보통
234,35,느림
249,129,보통
133,59,보통
166,44,느림
0,105,느림
115,165,빠름
193,37,느림
136,166,빠름
28,91,보통
126,108,보통
184,170,빠름
21,90,보통
192,65,보통
103,93,보통
33,83,보통
222,146,보통
122,131,보통
152,112,보통
234,4,느림
207,114,보통
82,177,빠름
34,14,느림
108,58,보통
237,153,빠름
213,165,빠름
36,43,느림
6,43,느림
150,54,보통
210,119,보통
230,147,보통
178,183,빠름
218,28,느림
210,150,빠름
205,10,느림
52,2,느림
152,200,빠름
90,107,보통
17,142,보통
60,153,빠름
150,177,빠름
228,101,보통
244,158,빠름
82,26,느림
155,96,보통
150,175,빠름
242,172,빠름
40,62,보통
246,88,보통
220,151,빠름
250,64,보통
115,189,빠름
22,124,보통
22,18,느림
79,77,보통
133,107,보통
162,31,느림
211,143,보통
57,166,빠름
153,27,느림
212,194,빠름
52,190,빠름
4,100,보통
9,154,빠름
154,56,보통
43,134,보통
140,164,빠름
240,113,보통
140,68,보통
117,92,보통
163,180,빠름
179,61,보통
235,144,보통
237,91,보통
2,189,빠름
96,89,보통
240,200,빠름
118,175,빠름
0,128,느림
139,49,느림
173,135,보통
88,92,보통
204,132,보통
149,72,보통
188,122,보통
63,140,보통
75,105,보통
150,35,느림
136,50,보통
58,195,빠름
246,110,보통
36,135,보통
153,181,빠름
102,118,보통
136,186,빠름
169,169,빠름
138,42,느림
138,138,보통
151,67,보통
195,139,보통
196,105,보통
190,24,느림
101,189,빠름
221,34,느림
137,200,빠름
80,106,보통
159,179,빠름
59,71,보통
40,74,보통
208,194,빠름
207,167,빠름
60,23,느림
23,57,보통
216,21,느림
151,115,보통
225,134,보통
183,81,보통
140,30,느림
191,27,느림
221,83,보통
150,58,보통
52,129,보통
210,136,보통
63,120,보통
154,84,보통
208,104,보통
181,32,느림
66,114,보통
175,67,보통
91,98,보통
80,200,빠름
71,177,빠름
200,192,빠름
153,32,느림
174,102,보통
126,178,빠름
78,109,보통
37,193,빠름
201,194,빠름
58,15,느림
3,152,빠름
48,14,느림
22,73,보통
122,128,보통
111,185,빠름
30,157,빠름
122,31,느림
42,182,빠름
47,127,보통
231,171,빠름
183,58,보통
30,25,느림
79,43,느림
35,54,보통
213,147,보통
115,5,느림
197,52,보통
200,1,느림
175,122,보통
226,96,보통
223,131,보통
181,103,보통
151,146,보통
85,134,보통
207,49,느림
209,173,빠름
206,118,보통
84,57,보통
224,69,보통
103,140,보통
127,35,느림
65,14,느림
188,20,느림
69,87,보통
169,106,보통
200,4,느림
68,104,보통
198,112,보통
186,193,빠름
6,62,보통
50,81,보통
205,176,빠름
175,116,보통
194,94,보통
228,111,보통
127,64,보통
32,164,빠름
175,131,보통
100,100,보통
241,191,빠름
117,101,보통
69,10,느림
124,94,보통
101,97,보통
177,124,보통
206,85,보통
85,147,보통
43,107,보통
186,197,빠름
61,121,보통
136,20,느림
8,19,느림
118,157,빠름
146,192,빠름
52,94,보통
20,4,느림
192,126,보통
229,121,보통
122,170,빠름
249,99,보통
118,169,빠름
35,2,느림
97,102,보통
206,182,빠름
244,180,빠름
119,23,느림
81,52,보통
119,7,느림
193,102,보통
28,166,빠름
150,133,보통
106,7,느림
23,102,보통
186,46,느림
51,19,느림
196,28,느림
13,35,느림
222,91,보통
115,169,빠름
59,107,보통
152,128,보통
17,70,보통
45,111,보통
27,91,보통
182,173,빠름
208,147,보통
25,102,보통
237,15,느림
168,52,보통
214,13,느림
10,10,느림
71,59,보통
12,47,느림
106,176,빠름
87,147,보통
233,130,보통
10,139,보통
122,24,느림
207,142,보통
203,13,느림
81,20,느림
26,129,보통
36,123,보통
229,198,빠름
51,163,빠름
114,104,보통
248,100,보통
63,159,빠름
180,106,보통
226,3,느림
142,106,보통
44,78,보통
83,168,빠름
72,83,보통
102,77,보통
179,163,빠름
89,31,느림
38,128,보통
156,143,보통
29,128,보통
40,110,보통
24,6,느림
208,101,보통
222,198,빠름
189,158,빠름
55,10,느림
228,9,느림
214,46,느림
67,75,보통
74,1,느림
69,173,빠름
229,4,느림
142,18,느림
1,7,느림
48,39,느림
79,102,보통
15,57,보통
152,105,보통
88,183,빠름
205,78,보통
6,192,빠름
158,113,보통
212,91,보통
83,114,보통
97,15,느림
202,11,느림
107,17,느림
173,26,느림
215,116,보통
213,62,보통
94,101,보통
236,84,보통
236,21,느림
203,99,보통
102,122,보통
31,185,빠름
159,29,느림
218,29,느림
74,196,빠름
190,128,보통
247,4,느림
201,120,보통
220,197,빠름
94,153,빠름
149,14,느림
162,65,보통
155,33,느림
2,94,보통
40,180,빠름
221,196,빠름
24,62,보통
132,43,느림
31,190,빠름
55,29,느림
69,77,보통
4,168,빠름
55,139,보통
90,91,보통
189,185,빠름
204,83,보통
41,173,빠름
90,143,보통
90,67,보통
5,104,보통
192,173,빠름
218,82,보통
144,158,빠름
161,83,보통
122,155,빠름
211,148,보통
32,179,빠름
141,15,느림
10,170,빠름
87,133,보통
19,54,보통
158,66,보통
183,19,느림
79,41,느림
97,43,느림
240,181,빠름
241,61,보통
250,90,보통
203,7,느림
36,150,빠름
45,70,보통
54,120,보통
214,109,보통
222,74,보통
34,42,느림
167,29,느림
12,102,보통
199,25,느림
70,112,보통
26,196,빠름
131,77,보통
180,187,빠름
37,127,보통
42,163,빠름
95,76,보통
163,55,보통
77,15,느림
236,15,느림
91,126,보통
36,18,느림
51,76,보통
34,113,보통
164,197,빠름
100,118,보통
28,152,빠름
195,68,보통
100,16,느림
4,181,빠름
181,189,빠름
104,98,보통
19,171,빠름
23,53,보통
234,78,보통
3,100,보통
167,84,보통
85,111,보통
82,66,보통
250,77,보통
188,103,보통
65,67,보통
181,78,보통
116,142,보통
122,65,보통
38,166,빠름
26,178,빠름
141,5,느림
246,73,보통
141,187,빠름
115,51,보통
140,70,보통
92,122,보통
2,30,느림
210,167,빠름
248,168,빠름
40,132,보통
159,96,보통
107,139,보통
141,169,빠름
151,126,보통
163,156,빠름
43,0,느림
61,200,빠름
185,172,빠름
59,12,느림
143,170,빠름
16,136,보통
180,115,보통
217,115,보통
1,126,보통
225,31,느림
218,137,보통
60,173,빠름
57,58,보통
99,106,보통
16,105,보통
24,135,보통
31,54,보통
45,13,느림
236,138,보통
186,97,보통
73,58,보통
14,78,보통
141,67,보통
117,141,보통
1,115,보통
143,146,보통
106,67,보통
173,193,빠름
191,58,보통
211,47,느림
28,91,보통
11,151,빠름
111,169,빠름
150,18,느림
24,99,보통
128,138,보통
45,29,느림
237,39,느림
159,86,보통
95,76,보통
86,178,빠름
157,63,보통
136,185,빠름
64,191,빠름
97,5,느림
22,157,빠름
133,181,빠름
85,95,보통
46,194,빠름
126,107,보통
21,129,보통
10,172,빠름
226,73,보통
76,159,빠름
154,107,보통
9,103,보통
195,41,느림
8,129,보통
91,17,느림
227,124,보통
1,109,보통
17,171,빠름
184,183,빠름
103,182,빠름
146,85,보통
134,36,느림
61,6,느림
249,160,빠름
155,199,빠름
156,163,빠름
57,148,보통
241,30,느림
157,53,보통
204,158,빠름
101,25,느림
78,142,보통
178,200,빠름
232,137,보통
89,43,느림
228,120,보통
69,82,보통
10,45,느림
86,14,느림
207,88,보통
249,83,보통
149,34,느림
131,36,느림
57,144,보통
84,109,보통
68,146,보통
102,5,느림
146,47,느림
75,17,느림
180,19,느림
192,27,느림
20,14,느림
231,127,보통
238,126,보통
40,41,느림
13,76,보통
88,62,보통
63,97,보통
7,175,빠름
96,125,보통
101,33,느림
16,170,빠름
190,146,보통
105,92,보통
192,104,보통
14,2,느림
18,111,보통
37,127,보통
173,102,보통
66,111,보통
84,168,빠름
20,115,보통
39,182,빠름
15,85,보통
133,103,보통
102,116,보통
158,49,느림
136,138,보통
239,151,빠름
60,101,보통
135,189,빠름
107,166,빠름
24,61,보통
218,9,느림
78,82,보통
138,99,보통
234,158,빠름
15,186,빠름
150,101,보통
138,67,보통
237,189,빠름
198,107,보통
218,150,빠름
232,180,빠름
171,110,보통
247,51,보통
232,20,느림
236,193,빠름
196,120,보통
70,164,빠름
126,85,보통
75,54,보통
14,74,보통
1,158,빠름
57,9,느림
155,130,보통
81,81,보통
27,70,보통
168,95,보통
68,147,보통
198,156,빠름
55,62,보통
67,113,보통
235,154,빠름
232,130,보통
20,145,보통
43,158,빠름
130,20,느림
131,50,보통
99,52,보통
60,70,보통
49,25,느림
125,147,보통
71,158,빠름
99,90,보통
143,166,빠름
191,112,보통
229,92,보통
162,174,빠름
120,55,보통
215,116,보통
224,39,느림
134,164,빠름
223,71,보통
202,159,빠름
134,144,보통
207,10,느림
224,5,느림
116,22,느림
227,100,보통
28,170,빠름
70,41,느림
9,114,보통
18,189,빠름
131,35,느림
57,91,보통
149,146,보통
165,87,보통
95,34,느림
30,74,보통
67,62,보통
180,9,느림
170,56,보통
0,23,느림
39,194,빠름
231,151,빠름
107,21,느림
58,121,보통
126,130,보통
216,141,보통
129,196,빠름
146,37,느림
41,153,빠름
248,135,보통
111,61,보통
179,87,보통
53,26,느림
15,105,보통
25,186,빠름
70,149,보통
177,121,보통
147,79,보통
189,69,보통
105,127,보통
1,117,보통
124,41,느림
211,137,보통
67,22,느림
70,90,보통
86,91,보통
247,72,보통
127,30,느림
225,94,보통
246,180,빠름
103,103,보통
89,85,보통
249,84,보통
162,143,보통
133,191,빠름
115,194,빠름
200,64,보통
249,28,느림
86,131,보통
187,41,느림
7,146,보통
146,63,보통
39,141,보통
236,6,느림
175,117,보통
219,23,느림
194,181,빠름
190,11,느림
250,87,보통
70,67,보통
133,74,보통
119,89,보통
113,0,느림
9,122,보통
130,54,보통
84,40,느림
38,105,보통
20,7,느림
27,128,보통
228,23,느림
232,106,보통
57,22,느림
111,78,보통
93,139,보통
109,18,느림
198,12,느림
109,148,보통
151,34,느림
133,145,보통
23,144,보통
158,42,느림
39,167,빠름
154,59,보통
77,119,보통
104,199,빠름
91,192,빠름
51,164,빠름
18,122,보통
207,16,느림
45,13,느림
129,112,보통
79,195,빠름
218,132,보통
50,175,빠름
64,182,빠름
195,174,빠름
129,132,보통
90,118,보통
140,162,빠름
193,4,느림
179,120,보통
27,74,보통
183,42,느림
189,121,보통
159,73,보통
6,29,느림
90,89,보통
2,46,느림
110,7,느림
57,156,빠름
236,187,빠름
82,97,보통
112,110,보통
91,188,빠름
239,89,보통
174,121,보통
163,115,보통
120,61,보통
188,65,보통
211,193,빠름
22,124,보통
243,179,빠름
97,111,보통
124,91,보통
37,72,보통
159,22,느림
107,99,보통
180,60,보통
126,8,느림
204,135,보통
107,90,보통
97,61,보통
141,135,보통
1,139,보통
150,30,느림
223,163,빠름
248,86,보통
114,135,보통
163,187,빠름
170,179,빠름
93,107,보통
1,22,느림
78,130,보통
19,196,빠름
135,192,빠름
192,104,보통
24,118,보통
105,147,보통
40,98,보통
155,41,느림
9,99,보통
176,196,빠름
154,155,빠름
48,68,보통
3,55,보통
226,80,보통
64,139,보통
201,196,빠름
27,55,보통
74,45,느림
90,2,느림
190,67,보통
36,185,빠름
238,116,보통
23,127,보통
231,145,보통
28,183,빠름
179,152,빠름
169,124,보통
17,0,느림
125,179,빠름
13,180,빠름
63,95,보통
137,18,느림
164,43,느림
110,165,빠름
2,91,보통
162,55,보통
195,33,느림
11,151,빠름
217,54,보통
122,67,보통
108,182,빠름
111,145,보통
47,52,보통
250,179,빠름
93,50,보통
204,15,느림
140,35,느림
174,141,보통
151,108,보통
21,58,보통
58,15,느림
99,17,느림
230,200,빠름
52,136,보통
235,22,느림
167,0,느림
78,22,느림
28,129,보통
63,124,보통
161,55,보통
126,56,보통
4,18,느림
129,171,빠름
95,158,빠름
40,169,빠름
39,148,보통
196,140,보통
41,131,보통
75,96,보통
114,161,빠름
69,166,빠름
40,118,보통
101,178,빠름
30,187,빠름
204,142,보통
13,44,느림
223,196,빠름
139,100,보통
186,200,빠름
69,47,느림
143,175,빠름
155,147,보통
124,110,보통
185,29,느림
227,102,보통
77,57,보통
97,126,보통
81,25,느림
199,47,느림
246,65,보통
95,87,보통
51,136,보통
128,190,빠름
247,65,보통
180,63,보통
84,49,느림
190,130,보통
194,187,빠름
204,121,보통
20,125,보통
140,32,느림
194,43,느림
203,55,보통
75,187,빠름
210,32,느림
166,179,빠름
187,116,보통
57,118,보통
194,60,보통
105,13,느림
154,194,빠름
106,76,보통
113,171,빠름
2,141,보통
13,21,느림
242,51,보통
178,9,느림
232,121,보통
92,68,보통
142,38,느림
91,97,보통
64,56,보통
136,189,빠름
29,74,보통
26,98,보통
216,177,빠름
177,176,빠름
146,17,느림
141,150,빠름
29,1,느림
1,170,빠름
53,13,느림
247,50,보통
76,149,보통
137,1,느림
2,49,느림
205,178,빠름
39,31,느림
70,156,빠름
113,140,보통
244,173,빠름
146,188,빠름
185,136,보통
218,85,보통
173,18,느림
40,89,보통
238,17,느림
204,158,빠름
202,133,보통
80,61,보통
153,67,보통
203,68,보통
188,169,빠름
23,119,보통
202,18,느림
235,78,보통
158,117,보통
153,45,느림
89,181,빠름
135,157,빠름
102,134,보통
156,10,느림
108,123,보통
61,191,빠름
26,168,빠름
96,28,느림
41,23,느림
83,18,느림
94,170,빠름
179,176,빠름
208,148,보통
31,2,느림
82,73,보통
114,79,보통
164,49,느림
197,81,보통
186,166,빠름
110,187,빠름
107,63,보통
199,121,보통
222,32,느림
24,131,보통
16,151,빠름
49,159,빠름
152,31,느림
155,30,느림
33,122,보통
139,147,보통
242,143,보통
228,0,느림
80,134,보통
111,94,보통
194,155,빠름
226,151,빠름
168,161,빠름
182,197,빠름
227,57,보통
146,37,느림
18,176,빠름
166,124,보통
124,104,보통
140,168,빠름
74,86,보통
39,110,보통
146,14,느림
58,134,보통
191,159,빠름
155,113,보통
37,177,빠름
196,107,보통
205,94,보통
154,121,보통
121,2,느림
3,146,보통
175,168,빠름
9,57,보통
3,169,빠름
23,195,빠름
92,173,빠름
110,86,보통
87,113,보통
87,115,보통
211,50,보통
193,143,보통
189,66,보통
202,172,빠름
197,113,보통
218,107,보통
179,27,느림
151,179,빠름
179,191,빠름
117,194,빠름
200,117,보통
211,185,빠름
210,182,빠름
13,16,느림
27,76,보통
215,197,빠름
213,0,느림
59,116,보통
126,196,빠름
173,122,보통
124,128,보통
238,106,보통
103,183,빠름
138,73,보통
142,45,느림
118,148,보통
66,103,보통
6,27,느림
194,147,보통
54,133,보통
70,113,보통
128,173,빠름
125,27,느림
106,38,느림
233,179,빠름
87,14,느림
109,132,보통
14,17,느림
210,82,보통
71,170,빠름
6,65,보통
110,6,느림
58,38,느림
155,38,느림
227,143,보통
165,135,보통
175,142,보통
14,22,느림
144,16,느림
150,68,보통
62,74,보통
242,15,느림
76,129,보통
44,109,보통
231,42,느림
131,196,빠름
85,142,보통
37,124,보통
102,62,보통
230,3,느림
54,103,보통
250,108,보통
11,150,빠름
36,21,느림
227,199,빠름
105,25,느림
184,178,빠름
150,90,보통
141,194,빠름
22,195,빠름
230,108,보통
23,39,느림
154,136,보통
109,45,느림
170,124,보통
124,20,느림
28,94,보통
126,84,보통
236,38,느림
113,28,느림
67,86,보통
171,24,느림
50,106,보통
46,84,보통
212,154,빠름
209,14,느림
67,118,보통
140,154,빠름
214,197,빠름
31,155,빠름
223,157,빠름
74,189,빠름
170,94,보통
111,98,보통
147,6,느림
19,172,빠름
112,44,느림
58,162,빠름
13,101,보통
35,95,보통
34,172,빠름
186,122,보통
124,147,보통
117,12,느림
97,132,보통
1,144,보통
47,60,보통
239,184,빠름
85,18,느림
182,29,느림
15,99,보통
163,108,보통
89,17,느림
48,69,보통
207,130,보통
123,71,보통
187,146,보통
110,3,느림
94,26,느림
121,45,느림
88,70,보통
50,42,느림
145,31,느림
139,21,느림
105,199,빠름
25,122,보통
53,172,빠름
166,87,보통
249,47,느림
145,89,보통
123,69,보통
25,97,보통
41,13,느림
201,186,빠름
79,65,보통
219,198,빠름
62,7,느림
25,99,보통
124,96,보통
86,11,느림
75,108,보통
34,58,보통
210,3,느림
167,23,느림
15,70,보통
119,168,빠름
157,89,보통
238,0,느림
25,194,빠름
141,82,보통
52,128,보통
69,185,빠름
234,19,느림
197,24,느림
84,95,보통
47,159,빠름
143,8,느림
135,48,느림
221,193,빠름
216,126,보통
208,144,보통
53,165,빠름
167,74,보통
185,192,빠름
197,194,빠름
156,154,빠름
179,28,느림
223,121,보통
131,55,보통
33,157,빠름
96,186,빠름
118,1,느림
223,147,보통
186,57,보통
236,196,빠름
227,172,빠름
214,8,느림
26,128,보통
160,28,느림
181,11,느림
104,87,보통
102,128,보통
191,32,느림
165,78,보통
179,101,보통
37,93,보통
228,116,보통
126,12,느림
33,135,보통
61,42,느림
241,55,보통
76,124,보통
179,109,보통
58,6,느림
104,36,느림
61,82,보통
158,178,빠름
126,192,빠름
82,135,보통
24,174,빠름
162,37,느림
12,141,보통
244,131,보통
75,148,보통
0,126,느림
146,51,보통
118,186,빠름
55,38,느림
129,118,보통
1,83,보통
135,108,보통
154,112,보통
10,157,빠름
204,96,보통
15,191,빠름
158,166,빠름
42,106,보통
94,198,빠름
179,135,보통
242,142,보통
93,89,보통
119,174,빠름
165,123,보통
133,72,보통
28,107,보통
185,124,보통
101,96,보통
97,160,빠름
126,155,빠름
62,19,느림
149,76,보통
22,55,보통
77,88,보통
47,126,보통
64,45,느림
99,43,느림
72,49,느림
229,154,빠름
39,155,빠름
238,8,느림
242,27,느림
114,173,빠름
113,176,빠름
203,194,빠름
147,113,보통
222,28,느림
88,179,빠름
180,80,보통
100,91,보통
220,63,보통
22,117,보통
244,98,보통
107,5,느림
0,61,느림
245,149,보통
182,186,빠름
91,115,보통
64,18,느림
22,61,보통
170,84,보통
150,184,빠름
217,140,보통
94,152,빠름
133,37,느림
29,196,빠름
250,55,보통
152,187,빠름
107,37,느림
204,144,보통
0,100,느림
106,133,보통
54,72,보통
156,145,보통
1,80,보통
246,90,보통
132,198,빠름
217,83,보통
149,66,보통
29,76,보통
215,53,보통
10,177,빠름
103,127,보통
208,131,보통
222,95,보통
215,52,보통
36,135,보통
226,50,보통
20,104,보통
20,193,빠름
76,73,보통
65,16,느림
222,54,보통
195,118,보통
115,176,빠름
8,174,빠름
212,37,느림
245,75,보통
167,109,보통
196,90,보통
163,195,빠름
54,13,느림
6,122,보통
152,141,보통
66,126,보통
71,25,느림
208,49,느림
197,66,보통
12,114,보통
35,20,느림
153,97,보통
69,57,보통
225,88,보통
218,173,빠름
180,140,보통
4,176,빠름
226,18,느림
99,164,빠름
202,54,보통
82,70,보통
92,44,느림
43,153,빠름
120,151,빠름
89,17,느림
150,152,빠름
249,87,보통
176,113,보통
209,174,빠름
72,173,빠름
106,21,느림
75,129,보통
177,18,느림
178,138,보통
123,81,보통
119,148,보통
217,23,느림
188,148,보통
241,31,느림
235,44,느림
44,62,보통
91,62,보통
77,159,빠름
106,194,빠름
122,52,보통
26,148,보통
137,72,보통
32,133,보통
71,20,느림
56,81,보통
173,159,빠름
187,15,느림
159,21,느림
232,1,느림
200,131,보통
101,13,느림
55,174,빠름
172,177,빠름
210,161,빠름
6,84,보통
54,197,빠름
132,60,보통
164,74,보통
21,166,빠름
6,2,느림
53,168,빠름
1,123,보통
11,66,보통
221,191,빠름
94,187,빠름
243,110,보통
117,48,느림
96,43,느림
72,105,보통
212,172,빠름
35,187,빠름
195,176,빠름
49,62,보통
197,150,빠름
7,21,느림
85,160,빠름
101,162,빠름
142,81,보통
218,21,느림
114,194,빠름
166,98,보통
175,185,빠름
222,167,빠름
67,9,느림
78,147,보통
106,8,느림
201,163,빠름
101,91,보통
91,152,빠름
136,143,보통
234,36,느림
177,125,보통
199,73,보통
226,68,보통
37,4,느림
36,133,보통
34,47,느림
4,107,보통
220,165,빠름
236,133,보통
97,14,느림
134,160,빠름
219,190,빠름
213,189,빠름
50,7,느림
84,7,느림
162,7,느림
40,66,보통
83,127,보통
84,101,보통
61,105,보통
220,87,보통
71,169,빠름
42,188,빠름
222,138,보통
113,168,빠름
178,17,느림
141,100,보통
193,142,보통
148,171,빠름
212,166,빠름
136,167,빠름
80,46,느림
2,20,느림
133,22,느림
172,12,느림
152,22,느림
52,20,느림
196,91,보통
89,64,보통
95,189,빠름
87,33,느림
80,161,빠름
216,198,빠름
18,149,보통
10,100,보통
100,157,빠름
153,113,보통
249,21,느림
136,139,보통
59,100,보통
88,16,느림
118,120,보통
197,28,느림
83,90,보통
20,12,느림
179,64,보통
33,177,빠름
179,111,보통
202,85,보통
91,151,빠름
210,134,보통
39,151,빠름
128,32,느림
145,50,보통
239,139,보통
70,27,느림
203,61,보통
216,114,보통
213,110,보통
189,102,보통
223,17,느림
196,100,보통
128,15,느림
141,189,빠름
97,102,보통
142,55,보통
216,134,보통
183,195,빠름
229,12,느림
228,72,보통
224,105,보통
27,82,보통
95,93,보통
45,1,느림
233,156,빠름
82,50,보통
214,79,보통
158,97,보통
68,151,빠름
22,18,느림
92,10,느림
245,82,보통
44,164,빠름
206,46,느림
221,180,빠름
240,20,느림
29,145,보통
43,87,보통
227,55,보통
11,65,보통
128,142,보통
123,19,느림
1,70,보통
43,17,느림
179,54,보통
194,1,느림
110,72,보통
42,122,보통
142,44,느림
104,146,보통
146,109,보통
36,93,보통
238,158,빠름
243,40,느림
160,13,느림
231,12,느림
5,125,보통
218,146,보통
248,46,느림
121,9,느림
15,194,빠름
189,134,보통
50,168,빠름
198,6,느림
158,162,빠름
172,36,느림
50,101,보통
219,92,보통
18,109,보통
186,124,보통
142,142,보통
133,194,빠름
143,6,느림
174,174,빠름
75,124,보통
112,28,느림
63,31,느림
5,106,보통
91,90,보통
142,171,빠름
238,94,보통
80,25,느림
56,175,빠름
98,118,보통
222,87,보통
107,96,보통
200,108,보통
237,95,보통
47,54,보통
201,63,보통
57,98,보통
222,191,빠름
236,55,보통
193,77,보통
194,67,보통
109,18,느림
226,40,느림
113,19,느림
109,188,빠름
233,126,보통
145,167,빠름
227,161,빠름
116,123,보통
125,35,느림
97,43,느림
194,173,빠름
147,94,보통
220,169,빠름
115,108,보통
144,190,빠름
101,173,빠름
56,128,보통
180,53,보통
68,38,느림
88,198,빠름
201,69,보통
138,74,보통
69,85,보통
174,26,느림
68,148,보통
198,61,보통
124,0,느림
111,134,보통
149,85,보통
72,3,느림
228,143,보통
97,152,빠름
126,34,느림
11,13,느림
127,48,느림
32,29,느림
33,188,빠름
233,13,느림
30,128,보통
69,35,느림
13,163,빠름
102,169,빠름
2,119,보통
63,177,빠름
17,65,보통
165,89,보통
126,14,느림
28,85,보통
133,80,보통
117,173,빠름
135,95,보통
224,12,느림
237,13,느림
86,163,빠름
191,183,빠름
209,31,느림
90,83,보통
43,32,느림
4,155,빠름
114,113,보통
215,49,느림
86,105,보통
149,190,빠름
7,98,보통
240,42,느림
56,138,보통
4,102,보통
24,84,보통
78,198,빠름
130,33,느림
77,52,보통
60,18,느림
57,47,느림
136,94,보통
218,122,보통
11,63,보통
184,110,보통
186,191,빠름
235,61,보통
35,35,느림
174,142,보통
125,33,느림
49,160,빠름
246,119,보통
75,101,보통
67,184,빠름
34,59,보통
186,77,보통
237,141,보통
136,114,보통
8,170,빠름
204,112,보통
82,51,보통
195,123,보통
119,43,느림
8,133,보통
225,13,느림
58,183,빠름
123,124,보통
89,8,느림
109,107,보통
174,163,빠름
16,155,빠름
167,156,빠름
155,4,느림
219,84,보통
121,79,보통
73,95,보통
95,34,느림
212,46,느림
125,129,보통
72,64,보통
247,146,보통
17,195,빠름
180,158,빠름
71,153,빠름
197,140,보통
109,151,빠름
208,174,빠름
71,17,느림
106,36,느림
31,195,빠름
218,139,보통
83,25,느림
249,12,느림
105,54,보통
62,61,보통
138,101,보통
174,192,빠름
101,152,빠름
103,114,보통
191,190,빠름
223,118,보통
104,17,느림
31,82,보통
175,168,빠름
127,159,빠름
124,195,빠름
236,0,느림
221,3,느림
55,126,보통
53,63,보통
23,18,느림
120,18,느림
193,59,보통
139,93,보통
212,34,느림
97,46,느림
211,169,빠름
122,35,느림
40,40,느림
135,108,보통
171,175,빠름
153,142,보통
66,90,보통
133,9,느림
42,40,느림
46,190,빠름
152,11,느림
30,56,보통
182,115,보통
5,5,느림
194,6,느림
218,173,빠름
78,139,보통
41,61,보통
65,69,보통
236,169,빠름
101,114,보통
226,58,보통
9,4,느림
147,5,느림
128,172,빠름
119,63,보통
6,102,보통
209,175,빠름
154,191,빠름
68,111,보통
216,98,보통
67,66,보통
205,152,빠름
220,128,보통
195,79,보통
198,113,보통
129,109,보통
99,107,보통
177,35,느림
45,17,느림
108,192,빠름
153,92,보통
128,104,보통
128,132,보통
227,190,빠름
200,67,보통
201,171,빠름
122,117,보통
156,183,빠름
159,32,느림
74,27,느림
213,100,보통
81,59,보통
